Marital_Status,Occupation,Num_Bank_Accounts,Num_Credit_Cards,Credit_Utilization_Ratio,Outstanding_Debt,Monthly_Balance,Credit_Score,Credit_Mix,Num_Loans,Loan_Types,Credit_Inquiries,Total_EMI,Min_Amount_Paid,Payment_Behaviour,Collateral_Type,Collateral_Value,Interest_Rate,Due_Date_Delay,Delayed_Payments,Credit_Limit_Change
Single,Engineer,5,1,39.649778828617706,509.48,1060.124171575982,Standard,Bad,-1.0,sdv-pii-ru1xe,14.0,0.0,,High_spent_Medium_value_payments,Stocks,157779,110,-5,14.0,4.985628016128649
Single,_______,1,1,31.242116996340922,4497.96,347.9740316369759,Standard,Bad,-2.0,,15.0,2149.2593556625034,,Low_spent_Small_value_payments,Bonds,118867,56,3,10.0,0.3586623558902611
Widowed,Scientist,2,1,34.64682099728473,4090.51,539.4733912527079,Standard,Bad,6.0,sdv-pii-tl9fu,7.0,0.0,,Low_spent_Small_value_payments,Vehicle,172478,95,25,12.0,5.135352418620338
Engaged,Media_Manager,8,1,40.42092858854458,1917.8,413.85014932149016,Standard,Good,-100.0,sdv-pii-i3mka,4.0,2295.168937782544,,High_spent_Large_value_payments,Stocks,76259,64,9,22.0,-0.038065589046106574
Separated,Lawyer,2,11,34.92932487617914,1687.0,573.1769194636738,Standard,Bad,2.0,,8.0,0.0,,Low_spent_Medium_value_payments,Stocks,96063,28,8,7.0,1.8070873877651907
Single,Journalist,8,13,25.95907702973103,2157.76,455.8977474652523,Good,Bad,5.0,sdv-pii-5f3ak,0.0,2704.0789812062994,,Low_spent_Small_value_payments,Stocks,137351,66,5,10.0,0.13648144716349364
In a Relationship,Entrepreneur,9,1,34.78175776485306,4061.34,529.1623883650844,Standard,Bad,-4.0,sdv-pii-dd8m6,6.0,0.0,,High_spent_Large_value_payments,Vehicle,48929,104,0,11.0,3.8451772038779684
Single,Musician,9,12,41.51328788148247,833.05,1087.3869522804105,Poor,Standard,-100.0,sdv-pii-6mu95,10.0,0.0,,!@9#%8,Bonds,103932,69,-1,11.0,10.88883366279572
Married,Engineer,2,1,25.201783176170913,2208.05,118.98306364372755,Standard,Standard,2.0,sdv-pii-q7sor,0.0,0.0,,Low_spent_Small_value_payments,Property,172826,91,12,15.0,4.967808752017567
Engaged,Musician,0,16,26.812041171560992,1747.99,545.7083981231818,Good,_,4.0,sdv-pii-agw0l,1.0,2398.915234931173,,High_spent_Large_value_payments,Stocks,1084,57,1,21.0,5.506330666282448
Married,Manager,6,1,30.61387420495317,1255.75,525.1409630733157,Good,Bad,9.0,sdv-pii-ddcfp,10.0,0.0,,High_spent_Small_value_payments,Vehicle,149646,62,-5,12.0,4.527040569954609
Married,Media_Manager,3,1,31.97286678520585,1890.57,46.85277526701543,Good,_,-1.0,sdv-pii-irt2d,6.0,550.3438668397147,,Low_spent_Small_value_payments,Vehicle,169255,108,10,12.0,1.7305377474120265
Engaged,Scientist,9,1,38.90561426293312,1466.51,565.1169338733639,Standard,Standard,-3.0,sdv-pii-hkjy8,3.0,2844.561718405715,,High_spent_Small_value_payments,No Collateral,141778,105,-1,21.0,4.1022588374867155
Married,Musician,3,1,34.85596223909324,1053.27,1115.1153709545545,Poor,Good,-4.0,sdv-pii-5pdql,15.0,0.0,,High_spent_Small_value_payments,No Collateral,54583,105,5,5.0,3.9592740226228367
Divorced,Manager,4,1,41.51328788148247,4813.42,554.3535115327334,Good,Good,,sdv-pii-a66wr,8.0,3006.7935166533416,,Low_spent_Small_value_payments,Stocks,69446,84,12,20.0,5.2999506625737105
Widowed,Accountant,12,1,38.16762767184958,1895.89,269.9327437905773,Good,Standard,7.0,sdv-pii-kvyfv,0.0,3645.7586910021055,,Low_spent_Medium_value_payments,Bonds,58891,20,-5,11.0,5.381153842854285
Divorced,Lawyer,9,1,29.082460932674664,808.67,623.0851391526736,Standard,Good,0.0,sdv-pii-tto16,14.0,3563.1631033955864,,High_spent_Small_value_payments,Property,170764,23,14,1.0,-3.44
In a Relationship,Accountant,7,1,41.51328788148247,4984.82,430.8380764316698,Standard,_,0.0,sdv-pii-e3w1m,10.0,0.0,,Low_spent_Small_value_payments,Vehicle,124210,101,-2,15.0,4.492260022269129
Married,Accountant,12,1,40.687793179879534,35.54,426.01873015371075,Standard,Standard,1.0,sdv-pii-9cgup,8.0,2971.1986637592745,,High_spent_Small_value_payments,Vehicle,123286,8,-5,6.0,-0.6030240493256622
Separated,Entrepreneur,4,10,31.88656026816881,3934.03,695.3005246964506,Standard,Bad,-4.0,sdv-pii-kic8l,15.0,2261.284054304878,,Low_spent_Medium_value_payments,No Collateral,199002,22,-5,,0.27640765902685427
Separated,Musician,6,1,33.18680221223259,2347.23,314.8649230449973,Standard,Standard,-3.0,sdv-pii-eljr7,8.0,938.799339811685,,High_spent_Small_value_payments,No Collateral,199002,49,4,9.0,3.146455365964991
Divorced,Entrepreneur,2,1,38.36851595680771,1912.69,1120.751173160778,Standard,Good,2.0,sdv-pii-xzvwb,8.0,0.0,,High_spent_Small_value_payments,Vehicle,180475,1,1,6.0,
In a Relationship,Scientist,6,1,41.51328788148247,1940.15,434.66792631780845,Standard,Bad,9.0,sdv-pii-9m23e,8.0,2711.822242190702,,!@9#%8,No Collateral,0,1,-1,4.0,2.9681910882883003
Married,_______,1,1,34.50203735365049,4984.82,1120.751173160778,Standard,Standard,-2.0,sdv-pii-sp6fd,8.0,305.4474569884271,,High_spent_Small_value_payments,Vehicle,38204,1,30,20.0,1.6025311638086492
Separated,Journalist,4,18,35.720293311078635,71.92,348.40539035768546,Poor,Standard,1.0,sdv-pii-q5j4r,3.0,0.0,,High_spent_Large_value_payments,No Collateral,196105,74,30,12.0,6.528419630912448
Separated,Teacher,8,20,27.93003196698185,4984.82,377.47221588560745,Good,_,0.0,sdv-pii-8y1ck,0.0,0.0,,High_spent_Small_value_payments,Vehicle,149226,63,32,13.0,10.037008656538628
Widowed,Teacher,0,1,31.874064823575676,1626.4,228.80301168041245,Standard,Bad,-3.0,,13.0,1880.3912948313366,,Low_spent_Small_value_payments,No Collateral,97375,58,42,,3.1458424971114454
In a Relationship,Accountant,3,1,39.70872431564946,4908.44,479.09720246668473,Standard,Good,-1.0,sdv-pii-jfd1f,0.0,0.0,,!@9#%8,Property,118646,11,19,18.0,4.823656745728941
Married,Media_Manager,0,1,41.0699645158995,2853.1,348.1790330239021,Standard,Bad,-8.0,sdv-pii-iv8im,13.0,0.0,,High_spent_Medium_value_payments,Bonds,174707,63,53,23.0,5.468251520058955
Married,Musician,2,1,27.210550081750043,2694.36,277.17688824281936,Good,Good,-4.0,sdv-pii-cdikq,15.0,2669.535118781499,,!@9#%8,Stocks,174670,1,19,19.0,12.512396426903937
Married,Accountant,3,1,38.62184627428155,2369.73,534.0742812668648,Standard,Bad,8.0,sdv-pii-zn695,14.0,2301.7063671911783,,Low_spent_Medium_value_payments,Bonds,0,40,9,,-1.1495321140827324
Single,Mechanic,4,1,25.54535025374495,,545.7824655718109,Standard,_,5.0,sdv-pii-1g4lm,4.0,2718.6936392361617,,Low_spent_Small_value_payments,No Collateral,47229,21,26,10.0,3.4952581166790235
Married,Journalist,7,1,30.78485928179201,1198.03,462.17272764331415,Standard,Standard,-5.0,sdv-pii-4l8uz,0.0,3561.7893406976395,,High_spent_Medium_value_payments,Bonds,0,61,0,7.0,1.6223008660860332
Married,Manager,7,1,28.39020453906822,35.54,334.14850727001016,Standard,Standard,-3.0,sdv-pii-ztpk1,8.0,496.68530902180487,,Low_spent_Small_value_payments,No Collateral,159407,54,-5,13.0,-0.13385429044793629
In a Relationship,Writer,10,7,23.368473596377633,972.02,279.38771306033055,Poor,Standard,-1.0,sdv-pii-oc1ac,0.0,1039.614076278217,,Low_spent_Small_value_payments,Stocks,199002,22,12,14.0,3.1722525531141557
Single,Scientist,12,1,41.51328788148247,157.98,419.5745480649322,Good,Bad,-3.0,,15.0,2632.520860371662,,High_spent_Medium_value_payments,Property,89402,43,13,23.0,3.9588402234183606
Married,Teacher,10,1,38.903075563405565,1282.41,708.5506334891239,Poor,Standard,,sdv-pii-j8rn6,7.0,4781.444661969299,,High_spent_Small_value_payments,Stocks,73135,50,-5,10.0,-2.420321678137001
Divorced,Entrepreneur,0,1,31.809628405584114,4984.82,515.0036594075707,Good,_,-3.0,sdv-pii-fd84y,15.0,1267.6516224184018,,!@9#%8,Stocks,26144,50,9,19.0,9.967005636519374
Married,Scientist,1,1,26.640492645663173,1543.77,532.9810075356406,Poor,_,-5.0,sdv-pii-12abo,6.0,1224.9447573222758,,High_spent_Small_value_payments,No Collateral,0,1,14,1.0,-3.44
In a Relationship,Musician,3,1,28.95220067477126,1970.19,293.10274956940987,Standard,Standard,-7.0,sdv-pii-u67a5,6.0,1725.3984474904307,,High_spent_Medium_value_payments,No Collateral,0,86,27,14.0,11.365058886456817
Divorced,Musician,9,22,32.218584021227194,1936.45,419.56672173852513,Poor,Bad,7.0,sdv-pii-fc5vj,6.0,0.0,,Low_spent_Small_value_payments,Stocks,199002,2,-1,17.0,-0.4546308930165184
Married,Musician,4,1,24.555557426941295,1370.91,145.5531026129755,Standard,Bad,0.0,sdv-pii-dj28d,7.0,570.4141333772832,,Low_spent_Medium_value_payments,Vehicle,0,66,26,13.0,1.112355971892165
Widowed,Manager,3,1,33.36784252188609,4130.4,88.96720496211864,Good,Bad,1.0,sdv-pii-i5r7g,0.0,0.0,,High_spent_Medium_value_payments,Vehicle,161378,108,12,19.0,5.643182541692385
Separated,Entrepreneur,8,1,26.534996318716836,721.63,444.1368767831774,Good,Standard,6.0,sdv-pii-vq4cx,10.0,0.0,,Low_spent_Small_value_payments,Bonds,52574,65,10,6.0,1.1664130571630915
Widowed,Lawyer,8,1,26.22101909874316,1118.06,391.66552263354714,Poor,Good,4.0,sdv-pii-298uz,15.0,2877.1043585652897,,High_spent_Medium_value_payments,Bonds,67250,49,4,8.0,0.8134371448359685
Separated,Scientist,5,1,33.7010250684385,3548.7,1120.751173160778,Standard,Standard,-2.0,sdv-pii-3xnto,10.0,1642.3722672629403,,Low_spent_Small_value_payments,No Collateral,0,60,19,9.0,7.26926534490212
Single,Writer,13,1,29.466851397749192,1846.54,458.615191204247,Standard,Bad,2.0,,13.0,3785.3051476064807,,High_spent_Large_value_payments,Vehicle,140003,1,9,24.0,9.9129562652278
Single,Writer,11,2,26.24612485438513,4311.52,645.7645082932519,Good,Bad,8.0,sdv-pii-mrukb,0.0,0.0,,High_spent_Small_value_payments,Vehicle,0,79,-5,22.0,10.436246753264722
Divorced,Journalist,6,1,28.72714628164803,1386.75,528.1574026306319,Good,Bad,1.0,sdv-pii-yrkyx,4.0,0.0,,Low_spent_Small_value_payments,Stocks,119551,66,2,17.0,-3.44
Married,Entrepreneur,0,1,35.89234903351628,3909.91,408.4780860142256,Poor,_,6.0,sdv-pii-hvtpq,8.0,0.0,,High_spent_Small_value_payments,Property,123979,52,28,11.0,4.3780872554984
Married,Musician,5,1,41.51328788148247,4318.45,1120.751173160778,Poor,Standard,-1.0,sdv-pii-p02q1,15.0,0.0,,Low_spent_Small_value_payments,Bonds,104290,20,8,6.0,1.8168657790073715
Married,Engineer,6,7,34.50376832433007,983.02,469.30565158055646,Standard,_,-4.0,,8.0,963.8009252816651,,Low_spent_Small_value_payments,Property,84667,68,16,2.0,3.3746722190084837
Widowed,Journalist,7,1,34.54178373343545,2910.48,124.01335642734816,Standard,Bad,0.0,sdv-pii-9uavw,15.0,1455.990767986663,,High_spent_Large_value_payments,Stocks,199002,87,24,6.0,1.213488230467175
Married,Musician,3,1,35.200970344887914,758.35,373.77459699747936,Standard,Good,1.0,,5.0,2698.9749085143544,,Low_spent_Small_value_payments,Bonds,136522,62,8,4.0,3.2570904139940176
Divorced,Entrepreneur,5,1,32.716994529238214,4984.82,268.05450710797635,Good,Good,1.0,sdv-pii-ul3s8,5.0,4257.231559924142,,!@9#%8,Vehicle,152023,83,4,9.0,7.136857736734793
Single,Scientist,12,1,36.26058934416413,72.1,385.45302116236405,Good,Standard,6.0,,14.0,0.0,,Low_spent_Medium_value_payments,Stocks,175389,69,16,22.0,
Widowed,Accountant,7,30,37.03185401896981,,561.3215298732737,Poor,Good,2.0,sdv-pii-9aeo4,10.0,596.7426761273106,,High_spent_Small_value_payments,Property,0,1,10,6.0,0.1649743275993769
Engaged,Journalist,5,1,37.03443668239411,2276.88,471.0328200637867,Standard,Good,-5.0,,0.0,2139.481802899584,,Low_spent_Small_value_payments,Stocks,14467,42,-5,15.0,2.5016274411451107
Married,Lawyer,6,21,30.506251232256588,,1090.868664596961,Good,Good,-4.0,sdv-pii-yfh8w,2.0,0.0,,High_spent_Small_value_payments,Stocks,56848,29,21,25.0,6.475822638147413
Married,Doctor,0,1,29.227328276086595,1841.25,388.300076655299,Good,Standard,-4.0,sdv-pii-10pcl,15.0,1591.954607866033,,Low_spent_Small_value_payments,Stocks,11672,67,62,8.0,-0.5739250109459002
Widowed,Accountant,3,11,39.15507786020712,2219.86,279.47975338228946,Good,Bad,-4.0,sdv-pii-txovs,0.0,2123.6788814728893,,!@9#%8,Vehicle,179782,31,-5,2.0,1.2079655818793036
Separated,Writer,0,1,28.777704480045404,4984.82,650.3426386135739,Standard,Standard,7.0,sdv-pii-9o5ek,8.0,1045.1719074741418,,Low_spent_Small_value_payments,Stocks,199002,119,23,10.0,-3.44
Separated,Doctor,6,1,34.56244417879263,2900.18,650.3183430834436,Standard,_,1.0,sdv-pii-kwyu6,15.0,1589.929961362226,,Low_spent_Small_value_payments,No Collateral,27548,9,33,16.0,-1.1284941792687162
Divorced,Entrepreneur,0,1,35.685464853468446,1938.71,560.9524099313611,Standard,Standard,2.0,sdv-pii-brel0,11.0,604.8130152666029,,Low_spent_Small_value_payments,Bonds,81362,109,7,12.0,16.200835656460427
Single,Lawyer,4,1,39.37638656554425,3694.91,144.3146963793746,Poor,Standard,-1.0,sdv-pii-7902x,10.0,400.76180331467197,,High_spent_Small_value_payments,Property,162333,100,24,15.0,
Single,Developer,2,1,41.51328788148247,1438.4,155.58319942549778,Poor,Standard,6.0,sdv-pii-rkzzc,15.0,2842.913409852637,,High_spent_Small_value_payments,Stocks,87441,35,8,13.0,0.9656409684688372
Married,Mechanic,6,13,40.180174471983456,4984.82,524.0068115473425,Poor,Standard,3.0,sdv-pii-q5qye,0.0,3326.178014828666,,Low_spent_Medium_value_payments,Vehicle,58361,14,-5,1.0,4.268199416649561
Single,Musician,5,1,30.079442395368886,1310.94,561.0257497861403,Standard,_,8.0,sdv-pii-7vra9,15.0,2923.7695755074806,,High_spent_Medium_value_payments,No Collateral,37979,43,29,1.0,-1.8045706132377246
Divorced,Manager,6,1,31.817386740303295,4323.32,516.8747544102962,Standard,Standard,5.0,sdv-pii-ec464,8.0,81050.0,,High_spent_Large_value_payments,Bonds,199002,47,4,10.0,-1.798183972257056
Engaged,Accountant,4,1,33.35553521690989,2125.3,585.5755792174756,Standard,Standard,8.0,,4.0,2646.774165074005,,Low_spent_Small_value_payments,Stocks,72979,7,14,21.0,3.56407830423439
Single,Accountant,3,26,28.501617013787193,1339.74,765.1653872587851,Standard,Good,1.0,sdv-pii-2sg7g,7.0,19210.715876700837,,Low_spent_Small_value_payments,Property,199002,97,33,10.0,2.3907126512617296
Married,_______,0,1,31.019784674218975,1485.49,592.5586220947459,Poor,Standard,6.0,sdv-pii-f4qfs,8.0,526.2679478566675,,Low_spent_Small_value_payments,Vehicle,199002,112,-5,8.0,-1.8051997126022288
Separated,Writer,5,1,25.241206938537132,1227.15,153.4907437524374,Standard,Standard,,sdv-pii-0gq94,6.0,1995.0446753062165,,Low_spent_Small_value_payments,Stocks,94456,64,23,1.0,5.8697207443739075
Married,Media_Manager,11,5,39.25671166638931,1654.79,669.8292115060362,Standard,Good,5.0,sdv-pii-3llg2,15.0,2755.231662207205,,High_spent_Large_value_payments,Stocks,132403,76,-5,22.0,0.564598910343002
Separated,Accountant,10,1,28.908557348109643,1545.1,501.0183533008585,Poor,Standard,-4.0,sdv-pii-sapwx,13.0,4194.530384828787,,High_spent_Small_value_payments,Property,61740,89,8,26.0,8.386881325134766
Single,Developer,11,1,38.01171617733292,1916.47,624.016685554581,Poor,Bad,-4.0,sdv-pii-ogi7s,5.0,1562.6939446635017,,Low_spent_Medium_value_payments,Stocks,38118,91,7,8.0,1.9895669467025012
Single,Architect,6,1,39.00995869268296,1404.17,581.5541288010636,Poor,Standard,-4.0,sdv-pii-j1x6f,10.0,3748.597298905727,,High_spent_Small_value_payments,Property,114726,80,-4,22.0,-0.26916515056460266
Single,Journalist,4,1,36.843964480044995,305.92,368.02732854741777,Good,Good,-1.0,sdv-pii-jns4o,3.0,2983.3430980411486,,Low_spent_Small_value_payments,Bonds,78841,47,-5,,3.515911668252989
Single,Teacher,4,45,41.51328788148247,1494.34,975.3554465286777,Good,_,-5.0,sdv-pii-tevkh,12.0,0.0,,!@9#%8,Bonds,147532,74,13,4.0,4.208429978551497
Engaged,Journalist,12,6,37.12216100860273,3350.85,550.333292223846,Good,Good,9.0,sdv-pii-7bj4z,8.0,2124.2844669350234,,!@9#%8,Vehicle,0,69,7,8.0,2.0543502811104037
Married,Lawyer,6,39,33.0727965006644,1197.11,587.3665894194869,Poor,Good,-4.0,sdv-pii-tj51g,1.0,4407.168388709603,,Low_spent_Small_value_payments,Property,97845,70,-5,8.0,2.7676902899222275
Single,Scientist,2,1,28.61456195491851,4984.82,420.0752319578364,Standard,Standard,8.0,sdv-pii-9y5lj,7.0,179.0580595008644,,Low_spent_Small_value_payments,No Collateral,120220,76,14,10.0,0.44811254781506804
Engaged,Accountant,3,1,34.58848546029616,3862.7,428.4490745930158,Poor,Good,1.0,sdv-pii-yhtw6,5.0,1818.147409099453,,High_spent_Small_value_payments,No Collateral,179121,84,16,5.0,1.7556085555642928
Single,Writer,12,1,25.912052038923694,2667.14,528.068687514923,Standard,Standard,4.0,sdv-pii-dc6ur,4.0,4324.995815293926,,High_spent_Medium_value_payments,No Collateral,0,97,0,25.0,5.515887017335487
Widowed,Journalist,6,1,23.710993729783176,4559.74,504.8960781949221,Standard,Standard,3.0,sdv-pii-ry0ng,7.0,1127.5903492763932,,Low_spent_Small_value_payments,Vehicle,63553,63,19,8.0,0.5790283719548865
Separated,Entrepreneur,2,1,32.838624959760985,1009.04,39.02476550886064,Standard,Standard,7.0,sdv-pii-9zb7g,14.0,644.3087789510976,,Low_spent_Small_value_payments,Property,51940,90,-5,9.0,0.8383653431580171
Single,Accountant,5,24,38.455375686212086,1377.22,1046.6248394511856,Poor,Good,3.0,,4.0,0.0,,High_spent_Medium_value_payments,Property,170489,75,13,6.0,1.4626899542018128
Separated,Architect,3,1,35.341484096400876,4984.82,497.49930781542093,Poor,Good,-3.0,sdv-pii-f22l5,0.0,514.3652482722066,,!@9#%8,Vehicle,55977,11,-4,9.0,23.230170260673244
Married,Entrepreneur,0,1,39.9189234643078,3811.99,327.67839183841204,Good,Standard,-2.0,sdv-pii-k6nks,5.0,0.0,,!@9#%8,Property,84942,78,23,14.0,9.899120869955006
Separated,Accountant,3,17,38.61423189977327,736.84,603.6241933964398,Standard,Good,3.0,sdv-pii-euti9,11.0,2885.4952308516326,,High_spent_Large_value_payments,Vehicle,89909,45,3,4.0,0.2035526082286312
Engaged,Entrepreneur,9,1,35.344828702343875,2007.9,423.2612377331981,Standard,Good,-1.0,sdv-pii-7o9lk,1.0,650.4447237999385,,Low_spent_Medium_value_payments,Stocks,199002,70,62,7.0,2.3991324295646015
Single,Mechanic,4,1,29.586739866618203,4984.82,610.9418713986396,Poor,Good,9.0,sdv-pii-3o4yl,5.0,1494.3328879210515,,High_spent_Large_value_payments,Vehicle,103864,1,27,15.0,0.540111807542325
Widowed,Architect,4,1,32.23678593651558,4848.0,655.5018836292464,Good,Bad,-7.0,sdv-pii-qow0i,0.0,2926.1304287297417,,Low_spent_Small_value_payments,Property,63747,29,23,1.0,11.203998534404484
In a Relationship,Lawyer,4,16,37.85614432546952,1773.62,644.4217149097597,Standard,Bad,-2.0,sdv-pii-tjicw,5.0,863.0770007988958,,High_spent_Small_value_payments,Property,14748,37,-5,17.0,-3.44
Single,Accountant,4,1,33.108479668149485,2108.34,237.9552094857645,Poor,Standard,5.0,sdv-pii-sz2ft,4.0,1097.1241989721907,,Low_spent_Small_value_payments,Bonds,44735,97,-3,17.0,1.2047028016242312
Single,Lawyer,8,1,31.636664306863995,1138.71,532.120111630865,Good,Standard,-1.0,sdv-pii-x2bja,13.0,3413.5776381888377,,Low_spent_Small_value_payments,Property,0,47,16,9.0,2.273389694103238
Separated,Architect,3,9,35.79709177340802,1778.0,397.3866928603172,Poor,_,-4.0,sdv-pii-8vwdi,5.0,1717.2688588064927,,Low_spent_Small_value_payments,No Collateral,199002,84,-5,18.0,-2.2974006274093393
Engaged,Doctor,9,1,25.14102270027116,1816.45,385.43138256326915,Good,Bad,3.0,sdv-pii-5xcgd,11.0,5574.983458683191,,High_spent_Small_value_payments,Property,133378,41,-5,26.0,7.085250770638812
Divorced,Entrepreneur,7,17,31.764180005308496,1947.01,506.9786598831415,Standard,Bad,-3.0,,8.0,0.0,,High_spent_Medium_value_payments,No Collateral,199002,75,8,7.0,2.722515143867718
In a Relationship,Entrepreneur,3,1,30.42723431721611,1767.91,721.8550162783702,Poor,Standard,-1.0,sdv-pii-x7xf0,3.0,3723.8389121480714,,Low_spent_Small_value_payments,Property,89514,8,-5,9.0,6.0652643587114605
Separated,Musician,7,1,29.223627927566817,1888.32,357.9024364554932,Good,Standard,-3.0,sdv-pii-zwtxc,0.0,0.0,,Low_spent_Small_value_payments,Property,199002,105,15,14.0,4.326646231485048
Married,Mechanic,5,1,41.51328788148247,1532.75,613.6391777359802,Poor,Standard,-3.0,sdv-pii-8mnhd,12.0,0.0,,High_spent_Medium_value_payments,Stocks,78812,98,2,11.0,2.906606193886489
Engaged,Accountant,6,5,34.43228044211596,1698.55,182.09276337817502,Poor,Bad,-2.0,,3.0,4677.703876406219,,High_spent_Large_value_payments,Bonds,136357,114,1,11.0,5.4312385065026145
Married,Mechanic,10,1,38.04178019021364,1943.16,359.3742129389557,Standard,Standard,2.0,sdv-pii-vjd4o,1.0,2898.0557898424136,,Low_spent_Medium_value_payments,Bonds,112607,91,-5,1.0,2.9234460932798196
Married,Scientist,10,1,37.84989283176024,133.28,387.220483292385,Poor,_,-0.0,sdv-pii-s7wq0,4.0,1395.3583320795024,,Low_spent_Large_value_payments,Property,113849,59,26,26.0,-0.44664341592125734
Widowed,Lawyer,13,1,37.99086608379372,2815.42,682.6427042463768,Poor,Good,7.0,sdv-pii-c68w7,11.0,4729.017082336222,,High_spent_Small_value_payments,Vehicle,0,3,19,18.0,-0.44139139436003116
Single,Accountant,5,1,28.584876739504892,1721.04,604.4483570726211,Standard,Good,,sdv-pii-xiq35,1.0,486.05445086190684,,Low_spent_Small_value_payments,Property,159930,72,11,8.0,0.43107631116711254
Divorced,Musician,5,1,38.47073291125753,4726.74,547.8865037054609,Good,Bad,7.0,sdv-pii-gwo9q,8.0,78.67209623327973,,High_spent_Medium_value_payments,Bonds,80740,86,-5,24.0,4.807382788176005
Separated,Journalist,11,20,33.74942716365849,4950.3,1117.0867066605451,Poor,Good,4.0,sdv-pii-8rynr,5.0,4053.8089270803057,,Low_spent_Small_value_payments,Bonds,128036,80,4,4.0,1.8035964317817692
Single,Lawyer,6,4,34.6803592290221,35.54,507.09055248235114,Standard,Standard,-6.0,,14.0,3850.6939096048905,,Low_spent_Small_value_payments,Vehicle,139417,63,9,12.0,0.20890677822638537
